,CBScode,Perioden,"  HIC: Theft / burglary dwelling, complete","  HIC: Theft / burglary dwelling, attempts",HIC: Violent Crime,HIC: Street Roof,HIC: Robberies,Undermining public order,Threat,Fire / Explosion,"Theft of moped, moped, bike",Theft of / from vehicles,Theft of motor vehicles,Theft / burglary companies / institutions,Theft / burglary garage / barn / shed,Drug trafficking,Trespassing,mistreatment,Overt violence (person),Or destruction. cause damage,Arms Trade,pickpocketing,morals Felony,Municipality,Province,Population,Population_density(p/km)
0,GM0003,2016JJ00,24.0,12.0,67.0,0.0,1.0,3.0,27.0,0.0,27.0,11.0,5.0,56.0,6.0,2.0,0.0,40.0,0.0,54.0,1.0,3.0,3.0,Appingedam,Groningen,12049.0,507.0
1,GM0005,2016JJ00,10.0,2.0,19.0,0.0,0.0,0.0,5.0,1.0,14.0,2.0,0.0,2.0,3.0,1.0,0.0,14.0,0.0,44.0,0.0,1.0,6.0,Bedum,Groningen,10475.0,236.0
2,GM0007,2016JJ00,13.0,4.0,30.0,0.0,0.0,3.0,12.0,3.0,5.0,4.0,0.0,3.0,8.0,2.0,1.0,18.0,0.0,35.0,1.0,0.0,0.0,Bellingwedde,Groningen,8908.0,86.0
3,GM0009,2016JJ00,7.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,11.0,2.0,0.0,12.0,2.0,0.0,0.0,5.0,0.0,24.0,0.0,1.0,0.0,"Boer, TenTen Boer",Groningen,7465.0,165.0
4,GM0010,2016JJ00,49.0,27.0,158.0,1.0,1.0,6.0,49.0,9.0,103.0,35.0,8.0,45.0,15.0,9.0,4.0,100.0,9.0,151.0,7.0,9.0,18.0,Delfzijl,Groningen,25686.0,198.0
5,GM0014,2016JJ00,696.0,181.0,1454.0,46.0,16.0,74.0,502.0,52.0,3761.0,920.0,106.0,491.0,253.0,184.0,59.0,906.0,46.0,1506.0,50.0,574.0,171.0,Groningen,Groningen,198108.0,2474.0
6,GM0015,2016JJ00,12.0,2.0,18.0,0.0,0.0,0.0,4.0,3.0,8.0,9.0,0.0,10.0,5.0,3.0,0.0,12.0,2.0,34.0,0.0,0.0,2.0,Grootegast,Groningen,12193.0,141.0
7,GM0017,2016JJ00,63.0,20.0,42.0,1.0,0.0,1.0,24.0,3.0,79.0,45.0,4.0,32.0,11.0,4.0,2.0,18.0,0.0,70.0,1.0,8.0,5.0,Haren,Groningen,18790.0,405.0
8,GM0018,2016JJ00,72.0,21.0,163.0,1.0,3.0,4.0,63.0,6.0,180.0,29.0,7.0,44.0,39.0,22.0,0.0,98.0,2.0,220.0,3.0,9.0,30.0,Hoogezand-Sappemeer,Groningen,34360.0,521.0
9,GM0022,2016JJ00,33.0,5.0,41.0,0.0,2.0,0.0,15.0,3.0,49.0,34.0,3.0,22.0,9.0,10.0,2.0,23.0,3.0,91.0,2.0,5.0,11.0,Leek,Groningen,19607.0,307.0
10,GM0024,2016JJ00,7.0,0.0,25.0,0.0,0.0,1.0,8.0,2.0,21.0,2.0,0.0,5.0,4.0,2.0,1.0,17.0,0.0,35.0,1.0,1.0,0.0,Loppersum,Groningen,10181.0,93.0
11,GM0025,2016JJ00,24.0,3.0,32.0,0.0,0.0,2.0,5.0,0.0,9.0,11.0,1.0,16.0,6.0,4.0,0.0,26.0,1.0,40.0,1.0,1.0,4.0,Marum,Groningen,10350.0,161.0
12,GM0034,2016JJ00,555.0,346.0,1256.0,95.0,15.0,90.0,447.0,49.0,1030.0,650.0,138.0,304.0,116.0,274.0,24.0,758.0,51.0,1209.0,66.0,186.0,75.0,Almere,Flevoland,196156.0,1490.0
13,GM0037,2016JJ00,59.0,7.0,142.0,0.0,1.0,0.0,44.0,8.0,137.0,23.0,11.0,23.0,30.0,16.0,2.0,94.0,4.0,140.0,3.0,11.0,20.0,Stadskanaal,Groningen,32793.0,280.0
14,GM0040,2016JJ00,27.0,5.0,38.0,0.0,0.0,3.0,15.0,0.0,10.0,13.0,3.0,12.0,8.0,4.0,0.0,23.0,0.0,53.0,0.0,2.0,4.0,Slochteren,Groningen,15535.0,103.0
15,GM0047,2016JJ00,44.0,26.0,182.0,1.0,0.0,4.0,72.0,8.0,74.0,40.0,5.0,29.0,17.0,24.0,1.0,107.0,3.0,164.0,4.0,5.0,16.0,Veendam,Groningen,27795.0,367.0
16,GM0048,2016JJ00,37.0,19.0,112.0,2.0,2.0,2.0,60.0,2.0,36.0,26.0,2.0,22.0,16.0,8.0,7.0,47.0,5.0,98.0,5.0,6.0,19.0,Vlagtwedde,Groningen,15899.0,97.0
17,GM0050,2016JJ00,39.0,13.0,76.0,1.0,0.0,7.0,26.0,3.0,93.0,46.0,8.0,31.0,13.0,29.0,4.0,49.0,1.0,119.0,3.0,8.0,7.0,Zeewolde,Flevoland,21543.0,86.0
18,GM0051,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
19,GM0053,2016JJ00,7.0,6.0,27.0,0.0,0.0,2.0,12.0,0.0,17.0,6.0,0.0,8.0,4.0,1.0,0.0,15.0,0.0,54.0,0.0,2.0,3.0,Winsum,Groningen,13843.0,138.0
20,GM0055,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
21,GM0056,2016JJ00,17.0,5.0,28.0,0.0,0.0,0.0,14.0,0.0,30.0,9.0,1.0,16.0,8.0,5.0,1.0,13.0,1.0,48.0,0.0,1.0,3.0,Zuidhorn,Groningen,18767.0,149.0
22,GM0058,2016JJ00,15.0,7.0,78.0,0.0,0.0,1.0,35.0,1.0,54.0,10.0,2.0,20.0,0.0,14.0,2.0,43.0,0.0,87.0,2.0,1.0,12.0,Dongeradeel,Friesland,24183.0,145.0
23,GM0059,2016JJ00,27.0,2.0,99.0,0.0,0.0,6.0,31.0,4.0,43.0,21.0,2.0,48.0,5.0,21.0,0.0,66.0,2.0,114.0,3.0,3.0,8.0,Achtkarspelen,Friesland,28002.0,274.0
24,GM0060,2016JJ00,3.0,0.0,17.0,0.0,0.0,0.0,4.0,2.0,8.0,7.0,0.0,0.0,1.0,3.0,0.0,13.0,0.0,30.0,0.0,2.0,3.0,Ameland,Friesland,3565.0,60.0
25,GM0063,2016JJ00,13.0,4.0,30.0,0.0,0.0,1.0,11.0,1.0,26.0,16.0,1.0,11.0,10.0,1.0,0.0,19.0,0.0,35.0,0.0,0.0,6.0,"Bildt, hethet Bildt",Friesland,10633.0,117.0
26,GM0070,2016JJ00,25.0,9.0,71.0,0.0,0.0,3.0,30.0,9.0,48.0,22.0,2.0,13.0,5.0,4.0,1.0,40.0,1.0,117.0,3.0,2.0,16.0,Franekeradeel,Friesland,20437.0,200.0
27,GM0072,2016JJ00,20.0,5.0,75.0,0.0,1.0,2.0,29.0,7.0,54.0,20.0,1.0,19.0,9.0,17.0,0.0,45.0,1.0,93.0,3.0,5.0,5.0,Harlingen,Friesland,15810.0,633.0
28,GM0074,2016JJ00,89.0,23.0,194.0,2.0,2.0,9.0,60.0,5.0,201.0,83.0,22.0,49.0,25.0,16.0,0.0,129.0,5.0,220.0,10.0,21.0,23.0,Heerenveen,Friesland,49388.0,273.0
29,GM0079,2016JJ00,1.0,2.0,31.0,0.0,2.0,1.0,10.0,0.0,7.0,1.0,2.0,6.0,2.0,5.0,0.0,20.0,1.0,47.0,1.0,0.0,4.0,Kollumerland en Nieuwkruisland,Friesland,12856.0,118.0
30,GM0080,2016JJ00,418.0,187.0,675.0,21.0,5.0,116.0,252.0,34.0,1189.0,223.0,37.0,257.0,143.0,61.0,69.0,397.0,26.0,752.0,36.0,83.0,87.0,Leeuwarden,Friesland,108113.0,713.0
31,GM0081,2016JJ00,17.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,3.0,6.0,4.0,1.0,0.0,11.0,0.0,29.0,0.0,1.0,1.0,Leeuwarderadeel,Friesland,10275.0,253.0
32,GM0082,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
33,GM0085,2016JJ00,42.0,8.0,87.0,0.0,0.0,1.0,39.0,5.0,33.0,16.0,4.0,25.0,28.0,8.0,0.0,46.0,2.0,105.0,0.0,10.0,13.0,Ooststellingwerf,Friesland,25672.0,115.0
34,GM0086,2016JJ00,52.0,18.0,72.0,1.0,0.0,2.0,29.0,3.0,60.0,37.0,3.0,26.0,21.0,10.0,4.0,43.0,0.0,110.0,0.0,1.0,4.0,Opsterland,Friesland,29894.0,133.0
35,GM0088,2016JJ00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Schiermonnikoog,Friesland,938.0,21.0
36,GM0090,2016JJ00,61.0,32.0,221.0,1.0,1.0,16.0,72.0,18.0,263.0,85.0,13.0,64.0,41.0,67.0,6.0,144.0,5.0,312.0,11.0,25.0,26.0,Smallingerland,Friesland,55496.0,469.0
37,GM0093,2016JJ00,4.0,1.0,16.0,0.0,0.0,0.0,2.0,0.0,16.0,1.0,1.0,3.0,1.0,2.0,0.0,14.0,0.0,37.0,0.0,6.0,1.0,Terschelling,Friesland,4769.0,55.0
38,GM0096,2016JJ00,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,2.0,0.0,Vlieland,Friesland,1097.0,31.0
39,GM0098,2016JJ00,52.0,11.0,100.0,0.0,1.0,7.0,39.0,2.0,37.0,49.0,9.0,24.0,20.0,5.0,1.0,57.0,4.0,98.0,3.0,4.0,7.0,Weststellingwerf,Friesland,25487.0,117.0
40,GM0106,2016JJ00,124.0,51.0,385.0,12.0,0.0,29.0,135.0,33.0,612.0,124.0,20.0,72.0,63.0,50.0,18.0,223.0,27.0,465.0,16.0,46.0,39.0,Assen,Drenthe,67209.0,820.0
41,GM0109,2016JJ00,80.0,18.0,136.0,2.0,1.0,4.0,51.0,8.0,85.0,60.0,19.0,54.0,39.0,12.0,1.0,81.0,4.0,161.0,12.0,10.0,11.0,Coevorden,Drenthe,35771.0,121.0
42,GM0114,2016JJ00,225.0,60.0,588.0,9.0,1.0,16.0,203.0,37.0,485.0,202.0,29.0,181.0,135.0,51.0,9.0,362.0,23.0,561.0,21.0,35.0,46.0,Emmen,Drenthe,108003.0,324.0
43,GM0118,2016JJ00,94.0,42.0,201.0,1.0,2.0,8.0,63.0,20.0,267.0,135.0,23.0,70.0,66.0,28.0,6.0,134.0,4.0,381.0,16.0,14.0,32.0,Hoogeveen,Drenthe,54680.0,430.0
44,GM0119,2016JJ00,39.0,16.0,113.0,0.0,2.0,14.0,32.0,5.0,141.0,90.0,13.0,34.0,25.0,22.0,0.0,74.0,7.0,164.0,4.0,16.0,15.0,Meppel,Drenthe,32875.0,585.0
45,GM0140,2016JJ00,17.0,0.0,24.0,0.0,0.0,0.0,7.0,1.0,8.0,7.0,0.0,6.0,3.0,2.0,0.0,17.0,0.0,18.0,0.0,1.0,2.0,Littenseradiel,Friesland,10929.0,84.0
46,GM0141,2016JJ00,215.0,44.0,467.0,12.0,6.0,26.0,195.0,25.0,636.0,125.0,21.0,79.0,98.0,42.0,15.0,255.0,17.0,516.0,21.0,36.0,26.0,Almelo,Overijssel,72435.0,1079.0
47,GM0147,2016JJ00,34.0,15.0,48.0,0.0,2.0,1.0,26.0,2.0,58.0,21.0,2.0,17.0,16.0,8.0,0.0,21.0,1.0,91.0,5.0,6.0,4.0,Borne,Overijssel,21901.0,830.0
48,GM0148,2016JJ00,31.0,20.0,22.0,2.0,0.0,0.0,14.0,1.0,22.0,23.0,9.0,13.0,16.0,3.0,1.0,8.0,0.0,46.0,1.0,2.0,5.0,Dalfsen,Overijssel,27655.0,166.0
49,GM0150,2016JJ00,259.0,128.0,544.0,7.0,6.0,25.0,210.0,57.0,696.0,406.0,35.0,128.0,95.0,66.0,32.0,319.0,15.0,570.0,33.0,78.0,57.0,Deventer,Overijssel,98327.0,752.0
50,GM0153,2016JJ00,607.0,176.0,834.0,17.0,23.0,60.0,318.0,75.0,2366.0,561.0,67.0,295.0,262.0,157.0,21.0,471.0,45.0,1115.0,104.0,130.0,74.0,Enschede,Overijssel,158542.0,1121.0
51,GM0158,2016JJ00,32.0,4.0,52.0,0.0,0.0,1.0,25.0,2.0,67.0,39.0,3.0,27.0,21.0,8.0,0.0,26.0,1.0,58.0,2.0,7.0,5.0,Haaksbergen,Overijssel,24357.0,233.0
52,GM0160,2016JJ00,91.0,29.0,140.0,0.0,0.0,5.0,49.0,12.0,205.0,86.0,3.0,49.0,64.0,18.0,6.0,90.0,1.0,238.0,15.0,10.0,10.0,Hardenberg,Overijssel,59592.0,190.0
53,GM0163,2016JJ00,35.0,17.0,51.0,0.0,0.0,0.0,16.0,4.0,68.0,29.0,2.0,30.0,18.0,5.0,2.0,32.0,3.0,96.0,3.0,4.0,10.0,Hellendoorn,Overijssel,35697.0,259.0
54,GM0164,2016JJ00,239.0,66.0,371.0,6.0,3.0,14.0,138.0,29.0,848.0,184.0,33.0,160.0,196.0,51.0,9.0,213.0,20.0,395.0,26.0,44.0,27.0,Hengelo,Overijssel,80975.0,1329.0
55,GM0166,2016JJ00,39.0,16.0,187.0,1.0,0.0,15.0,64.0,7.0,401.0,45.0,14.0,37.0,30.0,11.0,3.0,121.0,2.0,169.0,8.0,16.0,25.0,Kampen,Overijssel,51069.0,355.0
56,GM0168,2016JJ00,39.0,12.0,50.0,0.0,1.0,4.0,18.0,8.0,52.0,27.0,5.0,18.0,9.0,10.0,0.0,32.0,0.0,76.0,5.0,3.0,6.0,Losser,Overijssel,22619.0,229.0
57,GM0171,2016JJ00,108.0,41.0,145.0,1.0,0.0,4.0,42.0,12.0,174.0,94.0,10.0,42.0,24.0,23.0,3.0,98.0,5.0,236.0,6.0,16.0,13.0,Noordoostpolder,Flevoland,46372.0,101.0
58,GM0173,2016JJ00,41.0,15.0,60.0,0.0,0.0,1.0,25.0,7.0,214.0,60.0,4.0,59.0,60.0,22.0,1.0,33.0,2.0,124.0,10.0,3.0,4.0,Oldenzaal,Overijssel,32152.0,1493.0
59,GM0175,2016JJ00,31.0,13.0,55.0,0.0,0.0,1.0,16.0,8.0,60.0,29.0,12.0,12.0,8.0,5.0,2.0,35.0,4.0,119.0,4.0,12.0,10.0,Ommen,Overijssel,17370.0,97.0
60,GM0177,2016JJ00,41.0,9.0,79.0,4.0,2.0,4.0,29.0,2.0,88.0,37.0,5.0,43.0,18.0,8.0,1.0,48.0,2.0,106.0,2.0,9.0,14.0,Raalte,Overijssel,36526.0,214.0
61,GM0180,2016JJ00,17.0,8.0,23.0,0.0,0.0,1.0,10.0,3.0,12.0,26.0,6.0,6.0,28.0,9.0,0.0,12.0,1.0,23.0,2.0,1.0,5.0,Staphorst,Overijssel,16365.0,121.0
62,GM0183,2016JJ00,25.0,4.0,20.0,0.0,0.0,0.0,4.0,3.0,29.0,8.0,1.0,9.0,7.0,6.0,1.0,14.0,2.0,23.0,6.0,0.0,4.0,Tubbergen,Overijssel,21216.0,144.0
63,GM0184,2016JJ00,19.0,4.0,28.0,0.0,0.0,1.0,6.0,8.0,56.0,10.0,0.0,17.0,5.0,2.0,0.0,16.0,6.0,99.0,0.0,1.0,4.0,Urk,Flevoland,19487.0,1644.0
64,GM0189,2016JJ00,27.0,6.0,38.0,0.0,3.0,1.0,22.0,1.0,72.0,15.0,6.0,16.0,22.0,6.0,0.0,16.0,0.0,50.0,2.0,0.0,12.0,Wierden,Overijssel,23906.0,251.0
65,GM0193,2016JJ00,293.0,126.0,650.0,11.0,12.0,39.0,247.0,38.0,905.0,263.0,84.0,204.0,63.0,98.0,19.0,384.0,19.0,702.0,32.0,142.0,78.0,Zwolle,Overijssel,123211.0,1091.0
66,GM0196,2016JJ00,8.0,1.0,22.0,0.0,1.0,0.0,7.0,0.0,5.0,15.0,9.0,6.0,7.0,3.0,1.0,12.0,3.0,45.0,3.0,1.0,1.0,Rijnwaarden,Gelderland,10926.0,276.0
67,GM0197,2016JJ00,25.0,11.0,68.0,0.0,0.0,0.0,37.0,3.0,68.0,44.0,7.0,21.0,15.0,9.0,5.0,28.0,3.0,59.0,4.0,4.0,6.0,Aalten,Gelderland,27030.0,283.0
68,GM0200,2016JJ00,392.0,130.0,651.0,20.0,9.0,43.0,235.0,35.0,850.0,747.0,103.0,242.0,186.0,86.0,23.0,390.0,26.0,873.0,45.0,142.0,57.0,Apeldoorn,Gelderland,157535.0,462.0
69,GM0202,2016JJ00,493.0,172.0,1216.0,57.0,12.0,150.0,435.0,70.0,1599.0,886.0,337.0,266.0,210.0,174.0,47.0,686.0,95.0,1274.0,63.0,500.0,102.0,Arnhem,Gelderland,150817.0,1523.0
70,GM0203,2016JJ00,93.0,37.0,145.0,0.0,2.0,14.0,67.0,6.0,209.0,174.0,33.0,68.0,55.0,15.0,2.0,70.0,8.0,156.0,4.0,14.0,31.0,Barneveld,Gelderland,54176.0,304.0
71,GM0209,2016JJ00,44.0,15.0,56.0,1.0,1.0,1.0,15.0,10.0,105.0,81.0,26.0,43.0,27.0,4.0,0.0,40.0,1.0,102.0,5.0,9.0,6.0,Beuningen,Gelderland,25254.0,582.0
72,GM0213,2016JJ00,54.0,13.0,50.0,0.0,0.0,0.0,16.0,5.0,76.0,24.0,6.0,17.0,46.0,3.0,1.0,33.0,1.0,83.0,2.0,2.0,3.0,Brummen,Gelderland,21169.0,254.0
73,GM0214,2016JJ00,42.0,21.0,80.0,1.0,3.0,3.0,25.0,4.0,23.0,48.0,13.0,9.0,18.0,10.0,4.0,54.0,1.0,91.0,7.0,1.0,4.0,Buren,Gelderland,25995.0,193.0
74,GM0216,2016JJ00,83.0,47.0,120.0,2.0,0.0,1.0,51.0,60.0,151.0,283.0,19.0,35.0,29.0,6.0,0.0,67.0,2.0,211.0,5.0,17.0,7.0,Culemborg,Gelderland,27579.0,939.0
75,GM0221,2016JJ00,30.0,8.0,24.0,0.0,0.0,0.0,7.0,2.0,40.0,17.0,6.0,17.0,9.0,3.0,1.0,14.0,3.0,167.0,1.0,1.0,6.0,Doesburg,Gelderland,11449.0,1002.0
76,GM0222,2016JJ00,85.0,33.0,279.0,4.0,0.0,11.0,91.0,11.0,253.0,133.0,36.0,86.0,49.0,25.0,15.0,153.0,35.0,323.0,12.0,23.0,15.0,Doetinchem,Gelderland,56350.0,711.0
77,GM0225,2016JJ00,31.0,12.0,43.0,2.0,1.0,2.0,13.0,3.0,50.0,31.0,4.0,19.0,29.0,7.0,0.0,27.0,3.0,187.0,3.0,4.0,7.0,Druten,Gelderland,18206.0,482.0
78,GM0226,2016JJ00,50.0,32.0,42.0,0.0,0.0,2.0,15.0,6.0,81.0,99.0,17.0,21.0,14.0,9.0,1.0,26.0,1.0,100.0,1.0,10.0,9.0,Duiven,Gelderland,25580.0,752.0
79,GM0228,2016JJ00,293.0,175.0,454.0,5.0,3.0,32.0,160.0,54.0,974.0,316.0,41.0,153.0,87.0,23.0,15.0,272.0,22.0,539.0,16.0,71.0,62.0,Ede,Gelderland,110657.0,342.0
80,GM0230,2016JJ00,32.0,12.0,50.0,1.0,0.0,4.0,19.0,4.0,67.0,30.0,17.0,11.0,17.0,14.0,0.0,31.0,0.0,89.0,4.0,4.0,10.0,Elburg,Gelderland,22658.0,351.0
81,GM0232,2016JJ00,72.0,26.0,80.0,0.0,0.0,5.0,33.0,5.0,74.0,78.0,12.0,36.0,53.0,29.0,3.0,47.0,0.0,157.0,12.0,10.0,5.0,Epe,Gelderland,32352.0,208.0
82,GM0233,2016JJ00,72.0,30.0,158.0,6.0,1.0,4.0,66.0,10.0,132.0,68.0,4.0,55.0,33.0,21.0,3.0,89.0,3.0,152.0,6.0,15.0,15.0,Ermelo,Gelderland,26080.0,305.0
83,GM0236,2016JJ00,52.0,31.0,102.0,2.0,1.0,2.0,33.0,2.0,93.0,152.0,18.0,27.0,21.0,17.0,0.0,63.0,6.0,146.0,5.0,10.0,11.0,Geldermalsen,Gelderland,26339.0,263.0
84,GM0241,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
85,GM0243,2016JJ00,81.0,29.0,165.0,0.0,3.0,6.0,56.0,8.0,277.0,166.0,19.0,61.0,25.0,44.0,1.0,104.0,5.0,190.0,11.0,27.0,22.0,Harderwijk,Gelderland,45741.0,1177.0
86,GM0244,2016JJ00,25.0,3.0,17.0,0.0,0.0,1.0,6.0,1.0,31.0,13.0,4.0,7.0,9.0,5.0,1.0,9.0,2.0,54.0,2.0,1.0,0.0,Hattem,Gelderland,11742.0,511.0
87,GM0246,2016JJ00,33.0,8.0,44.0,0.0,0.0,1.0,22.0,2.0,25.0,19.0,3.0,19.0,15.0,12.0,1.0,22.0,0.0,61.0,3.0,1.0,3.0,Heerde,Gelderland,18515.0,232.0
88,GM0252,2016JJ00,45.0,18.0,63.0,5.0,1.0,5.0,20.0,3.0,45.0,87.0,25.0,14.0,26.0,4.0,0.0,43.0,0.0,89.0,4.0,7.0,7.0,Heumen,Gelderland,16342.0,412.0
89,GM0262,2016JJ00,106.0,30.0,77.0,1.0,1.0,0.0,39.0,6.0,109.0,30.0,5.0,34.0,31.0,3.0,3.0,38.0,0.0,117.0,3.0,3.0,13.0,Lochem,Gelderland,33268.0,156.0
90,GM0263,2016JJ00,45.0,14.0,75.0,1.0,1.0,2.0,32.0,7.0,50.0,105.0,11.0,29.0,17.0,12.0,0.0,41.0,2.0,121.0,7.0,5.0,7.0,Maasdriel,Gelderland,24197.0,364.0
91,GM0265,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
92,GM0267,2016JJ00,117.0,60.0,87.0,3.0,2.0,6.0,32.0,5.0,141.0,147.0,14.0,43.0,32.0,9.0,4.0,54.0,1.0,144.0,2.0,9.0,13.0,Nijkerk,Gelderland,40600.0,578.0
93,GM0268,2016JJ00,518.0,156.0,1122.0,63.0,15.0,79.0,367.0,81.0,2373.0,1040.0,281.0,391.0,252.0,102.0,68.0,706.0,49.0,1082.0,64.0,423.0,89.0,Nijmegen,Gelderland,168499.0,3081.0
94,GM0269,2016JJ00,29.0,17.0,37.0,0.0,1.0,2.0,15.0,2.0,36.0,28.0,6.0,18.0,24.0,12.0,1.0,22.0,0.0,59.0,3.0,2.0,14.0,Oldebroek,Gelderland,22824.0,233.0
95,GM0273,2016JJ00,78.0,17.0,46.0,0.0,0.0,3.0,13.0,3.0,91.0,77.0,7.0,18.0,47.0,10.0,0.0,32.0,1.0,83.0,7.0,5.0,12.0,Putten,Gelderland,24044.0,280.0
96,GM0274,2016JJ00,93.0,47.0,134.0,1.0,1.0,2.0,54.0,13.0,88.0,138.0,19.0,26.0,44.0,14.0,0.0,77.0,3.0,144.0,5.0,10.0,17.0,Renkum,Gelderland,31577.0,687.0
97,GM0275,2016JJ00,132.0,75.0,171.0,3.0,1.0,4.0,79.0,15.0,175.0,114.0,15.0,54.0,39.0,18.0,2.0,88.0,4.0,236.0,15.0,22.0,16.0,Rheden,Gelderland,43563.0,533.0
98,GM0277,2016JJ00,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,Rozendaal,Gelderland,1500.0,54.0
99,GM0279,2016JJ00,12.0,3.0,19.0,0.0,0.0,0.0,11.0,0.0,36.0,10.0,2.0,3.0,11.0,3.0,0.0,8.0,0.0,46.0,1.0,1.0,3.0,Scherpenzeel,Gelderland,9496.0,679.0
100,GM0281,2016JJ00,96.0,54.0,311.0,11.0,6.0,20.0,105.0,49.0,297.0,247.0,34.0,63.0,39.0,23.0,3.0,202.0,4.0,406.0,31.0,40.0,17.0,Tiel,Gelderland,41729.0,1287.0
101,GM0282,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
102,GM0285,2016JJ00,46.0,25.0,44.0,0.0,0.0,0.0,15.0,5.0,129.0,41.0,5.0,37.0,44.0,43.0,3.0,28.0,1.0,62.0,1.0,11.0,24.0,Voorst,Gelderland,23801.0,193.0
103,GM0289,2016JJ00,83.0,50.0,110.0,3.0,0.0,15.0,37.0,7.0,262.0,72.0,10.0,39.0,23.0,6.0,4.0,66.0,7.0,175.0,4.0,21.0,14.0,Wageningen,Gelderland,37511.0,1215.0
104,GM0293,2016JJ00,26.0,17.0,49.0,1.0,1.0,2.0,18.0,1.0,59.0,18.0,11.0,7.0,5.0,9.0,3.0,30.0,1.0,82.0,0.0,2.0,6.0,Westervoort,Gelderland,15147.0,2168.0
105,GM0294,2016JJ00,41.0,13.0,151.0,2.0,0.0,5.0,55.0,6.0,87.0,25.0,5.0,26.0,18.0,23.0,2.0,84.0,12.0,191.0,12.0,8.0,12.0,Winterswijk,Gelderland,28873.0,210.0
106,GM0296,2016JJ00,70.0,19.0,95.0,6.0,2.0,5.0,36.0,22.0,196.0,132.0,41.0,39.0,51.0,23.0,1.0,52.0,7.0,215.0,6.0,26.0,6.0,Wijchen,Gelderland,41010.0,613.0
107,GM0297,2016JJ00,45.0,17.0,75.0,2.0,1.0,2.0,33.0,8.0,69.0,162.0,22.0,47.0,18.0,12.0,3.0,39.0,3.0,138.0,6.0,2.0,4.0,Zaltbommel,Gelderland,27207.0,336.0
108,GM0299,2016JJ00,68.0,13.0,73.0,0.0,1.0,4.0,31.0,7.0,181.0,34.0,11.0,32.0,14.0,35.0,0.0,41.0,1.0,156.0,11.0,7.0,13.0,Zevenaar,Gelderland,32254.0,609.0
109,GM0301,2016JJ00,111.0,35.0,262.0,6.0,1.0,9.0,86.0,16.0,439.0,123.0,14.0,99.0,86.0,39.0,9.0,170.0,6.0,376.0,14.0,49.0,28.0,Zutphen,Gelderland,47154.0,1150.0
110,GM0302,2016JJ00,39.0,22.0,53.0,0.0,1.0,1.0,16.0,6.0,65.0,86.0,8.0,16.0,14.0,12.0,1.0,36.0,1.0,76.0,6.0,11.0,16.0,Nunspeet,Gelderland,26707.0,207.0
111,GM0303,2016JJ00,84.0,37.0,123.0,5.0,1.0,2.0,39.0,6.0,148.0,78.0,8.0,56.0,17.0,167.0,7.0,74.0,10.0,170.0,6.0,88.0,16.0,Dronten,Flevoland,40451.0,121.0
112,GM0304,2016JJ00,21.0,8.0,36.0,0.0,0.0,0.0,12.0,1.0,10.0,19.0,7.0,20.0,14.0,3.0,0.0,21.0,3.0,39.0,2.0,1.0,3.0,Neerijnen,Gelderland,12022.0,181.0
113,GM0307,2016JJ00,318.0,242.0,655.0,21.0,13.0,50.0,210.0,45.0,1076.0,767.0,62.0,258.0,94.0,94.0,17.0,398.0,47.0,988.0,44.0,199.0,46.0,Amersfoort,Utrecht,150943.0,2358.0
114,GM0308,2016JJ00,68.0,48.0,95.0,0.0,2.0,4.0,41.0,12.0,105.0,110.0,8.0,25.0,15.0,13.0,1.0,43.0,11.0,183.0,6.0,13.0,2.0,Baarn,Utrecht,24344.0,749.0
